#,Player,Team,GP_x,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,TEAM,AGE,WEIGHT,COLLEGE,COUNTRY,DRAFT YEAR,DRAFT ROUND,DRAFT NUMBER,GP_y,PTS,REB,AST,NETRTG,OREB%,DREB%,USG%,TS%,AST%,HEIGHT,Position,SALARY
13,Thanasis Antetokounmpo,MIL,48,10.3,1.4,2.6,0.524,0.1,0.5,0.292,0.4,0.8,0.462,0.8,1.4,1.1,1.4,2.5,0.9,0.4,0.2,3.3,MIL,28,219,None,Greece,2014,2,51,48,3.3,2.5,0.9,3.3,9.9,11.7,14.9,54.8,11.6,78,SF,1701593
14,Sam Merrill,MIL,27,7.4,1.1,2.3,0.484,0.7,1.5,0.488,0.1,0.1,1.0,0.4,0.6,0.2,0.8,1.0,0.7,0.2,0.0,3.1,MIL,24,205,Utah State,USA,2020,2,60,27,3.1,1.0,0.7,-6.5,2.9,9.3,15.1,65.9,14.6,76,SG,898310
16,Mamadi Diakite,MIL,12,8.5,1.0,2.4,0.414,0.1,0.6,0.143,0.5,0.5,1.0,0.2,1.0,0.5,1.8,2.2,0.5,0.3,0.4,2.6,MIL,24,228,Virginia,Guinea,Undrafted,Undrafted,Undrafted,12,2.6,2.3,0.5,10.6,5.5,16.8,13.8,49.0,7.9,81,PF,0
17,Torrey Craig,MIL,18,11.2,1.0,2.6,0.391,0.4,1.2,0.364,0.1,0.1,0.5,0.3,1.3,0.7,1.7,2.4,0.9,0.5,0.4,2.5,PHX,30,221,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,39,4.7,3.6,0.9,-6.4,6.7,18.7,13.6,58.5,9.3,79,SF,1620564
9,Torrey Craig,PHX,20,17.0,2.7,5.0,0.535,0.9,2.4,0.383,0.6,0.7,0.786,0.7,1.8,1.3,3.5,4.8,0.8,0.7,0.5,6.8,PHX,30,221,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,39,4.7,3.6,0.9,-6.4,6.7,18.7,13.6,58.5,9.3,79,SF,1620564
19,Axel Toupane,MIL,8,7.7,0.5,1.4,0.364,0.1,0.2,0.5,0.6,0.9,0.714,0.0,0.8,0.0,0.8,0.8,0.5,0.2,0.4,1.8,MIL,28,210,None,France,Undrafted,Undrafted,Undrafted,8,1.8,0.8,0.5,-2.2,0.0,8.2,9.2,49.7,9.8,79,SG,0
1,Karl-Anthony Towns,MIN,39,34.3,8.6,17.6,0.491,2.5,6.2,0.397,5.1,5.8,0.868,3.2,3.6,2.7,8.2,10.9,4.6,0.7,1.4,24.8,MIN,25,248,Kentucky,USA,2015,1,1,40,24.7,10.9,4.5,-2.6,7.4,24.4,28.2,61.6,21.6,83,C,29467800
2,Malik Beasley,MIN,37,32.8,7.1,16.2,0.44,3.5,8.7,0.399,1.8,2.2,0.85,1.6,1.7,0.8,3.6,4.4,2.4,0.8,0.2,19.6,MIN,24,187,Florida State,USA,2016,1,19,37,19.6,4.4,2.4,-7.2,2.1,11.2,23.5,57.0,11.4,76,SG,13425895
3,D'Angelo Russell,MIN,31,27.7,6.8,15.5,0.441,2.9,7.1,0.407,2.7,3.4,0.8,2.7,1.7,0.4,2.1,2.5,4.9,1.0,0.4,19.3,MIN,25,193,Ohio State,USA,2015,1,2,32,19.5,2.5,5.2,-12.0,1.2,7.5,29.3,57.5,31.2,76,PG,28649250
4,Anthony Edwards,MIN,61,31.4,6.6,16.5,0.401,2.3,7.1,0.324,2.8,3.5,0.781,2.1,1.7,0.8,3.6,4.4,2.7,1.2,0.4,18.3,MIN,19,225,Georgia,USA,2020,1,1,62,18.3,4.5,2.7,-6.9,2.3,11.9,26.5,50.4,13.4,76,SF,9757440
5,Naz Reid,MIN,59,19.2,4.2,8.2,0.517,0.8,2.4,0.343,1.8,2.5,0.738,1.0,2.5,1.1,3.5,4.6,1.1,0.5,1.1,11.1,MIN,21,264,Louisiana State,USA,Undrafted,Undrafted,Undrafted,60,11.1,4.5,1.1,-10.1,5.1,17.3,21.8,60.1,9.1,81,C,1517981
6,Jaylen Nowell,MIN,38,18.8,3.6,8.4,0.428,1.2,3.7,0.338,1.1,1.3,0.824,0.7,1.8,0.5,1.9,2.3,1.6,0.6,0.3,9.5,MIN,21,201,Washington,USA,2019,2,43,38,9.5,2.3,1.6,-7.1,2.2,9.7,20.8,53.0,13.4,76,SG,1517981
7,Ricky Rubio,MIN,57,26.2,2.7,7.2,0.378,0.9,2.9,0.301,2.0,2.3,0.856,1.8,2.1,0.4,2.8,3.2,6.6,1.4,0.1,8.3,MIN,30,190,None,Spain,2009,1,5,58,8.2,3.2,6.6,-7.1,1.3,10.9,15.5,50.1,34.0,75,PG,17000000
8,Jaden McDaniels,MIN,54,23.3,2.6,5.9,0.449,1.1,3.0,0.372,0.4,0.7,0.59,0.7,2.6,0.8,2.8,3.6,1.1,0.5,1.0,6.8,MIN,20,185,Washington,USA,2020,1,28,55,6.8,3.7,1.1,-4.3,3.2,12.1,12.2,54.5,6.3,81,PF,1964760
9,Juancho Hernangomez,MIN,42,16.7,2.4,5.4,0.439,0.9,3.0,0.312,1.1,1.7,0.662,0.5,0.9,0.9,3.1,4.0,0.6,0.4,0.1,6.8,MIN,25,214,None,Spain,2016,1,15,43,7.0,3.9,0.6,-5.6,4.7,18.2,16.4,56.3,5.4,81,PF,6493000
10,Josh Okogie,MIN,48,21.2,1.8,4.6,0.4,0.5,2.0,0.266,1.4,1.8,0.802,0.8,2.2,0.9,1.6,2.5,1.1,1.0,0.5,5.6,MIN,22,213,Georgia Tech,Nigeria,2018,1,20,49,5.7,2.6,1.1,-6.1,4.2,7.7,12.1,52.4,6.9,76,SF,2651040
11,Jarrett Culver,MIN,34,14.7,2.0,4.9,0.411,0.4,1.6,0.245,0.9,1.4,0.604,0.8,1.7,1.0,2.1,3.1,0.7,0.5,0.3,5.3,MIN,22,195,Texas Tech,USA,2019,1,6,34,5.3,3.1,0.7,-10.7,5.9,13.2,17.9,47.6,7.9,78,SF,6104280
12,Jake Layman,MIN,42,14.3,2.1,4.2,0.497,0.5,1.7,0.288,0.6,0.9,0.703,0.6,1.0,0.3,1.2,1.5,0.7,0.7,0.4,5.3,MIN,27,209,Maryland,USA,2016,2,47,42,5.3,1.5,0.7,-5.7,2.0,8.2,14.7,57.8,7.0,80,SF,3761085
13,Jarred Vanderbilt,MIN,53,17.2,2.1,3.5,0.591,0.0,0.1,0.25,1.0,1.8,0.564,0.9,1.9,1.7,3.8,5.5,1.3,0.9,0.8,5.2,MIN,22,214,Kentucky,USA,2018,2,41,54,5.1,5.4,1.2,-4.9,9.2,20.9,12.4,59.5,10.4,81,PF,1663361
14,Jordan McLaughlin,MIN,41,19.2,2.0,5.0,0.396,0.7,1.8,0.365,0.4,0.6,0.75,1.0,0.9,0.4,1.7,2.1,4.1,1.1,0.1,5.1,MIN,25,185,Southern California,USA,Undrafted,Undrafted,Undrafted,42,5.0,2.1,4.1,-6.7,1.9,8.7,13.3,48.0,30.8,71,PG,0
15,Ed Davis,MIN,22,13.3,0.9,2.0,0.432,0.0,0.0,0.0,0.5,0.5,0.833,0.3,2.5,2.1,3.0,5.1,1.0,0.6,0.6,2.2,MIN,31,218,North Carolina,USA,2010,1,13,22,2.2,5.1,1.0,-7.1,12.9,23.4,7.9,48.7,10.2,81,C,5005350
1,Zion Williamson,NOP,55,33.0,10.4,16.9,0.617,0.2,0.5,0.3,6.0,8.6,0.7,2.6,2.3,2.7,4.6,7.3,3.6,0.9,0.7,27.0,NOP,20,284,Duke,USA,2019,1,1,56,26.9,7.2,3.6,0.9,7.9,13.5,28.7,65.5,18.6,79,PF,10245480
2,Brandon Ingram,NOP,55,34.6,8.6,18.2,0.471,2.3,6.2,0.379,4.8,5.4,0.886,2.5,2.0,0.5,4.4,4.9,4.9,0.7,0.6,24.3,NOP,23,190,Duke,USA,2016,1,2,56,24.2,5.0,4.9,1.2,1.6,12.7,28.1,59.0,22.0,80,SF,27285000
3,Lonzo Ball,NOP,46,31.1,5.1,12.2,0.42,3.0,7.9,0.382,0.8,1.0,0.792,2.0,2.0,0.5,3.6,4.1,5.6,1.4,0.6,14.1,NOP,23,190,UCLA,USA,2017,1,2,47,14.1,4.2,5.7,0.8,1.7,11.7,19.7,55.9,24.4,78,PG,11003782
4,Eric Bledsoe,NOP,59,29.9,4.1,10.0,0.409,1.8,5.1,0.352,1.8,2.4,0.722,1.6,1.6,0.4,3.0,3.4,3.7,0.7,0.3,11.8,NOP,31,214,Kentucky,USA,2010,1,18,60,11.9,3.4,3.7,-2.2,1.4,9.9,17.8,53.1,16.3,73,SG,16875000
5,Nickeil Alexander-Walker,NOP,41,20.7,3.9,9.2,0.418,1.6,4.6,0.348,1.0,1.3,0.75,1.4,1.9,0.2,2.8,3.1,2.0,1.0,0.5,10.2,NOP,22,205,Virginia Tech,Canada,2019,1,17,41,10.2,3.1,2.0,-2.9,1.1,13.5,22.1,52.4,14.5,78,SG,3113160
7,Josh Hart,NOP,47,28.7,3.2,7.3,0.439,1.3,4.1,0.326,1.5,1.9,0.775,1.0,2.4,1.1,6.9,8.0,2.3,0.8,0.3,9.2,NOP,26,215,Villanova,USA,2017,1,30,47,9.2,8.0,2.3,-0.2,3.9,23.4,13.3,56.6,10.9,77,SG,3491159
9,Steven Adams,NOP,56,28.0,3.4,5.4,0.62,0.0,0.1,0.0,1.1,2.4,0.444,1.4,2.0,3.8,5.2,9.0,1.9,0.9,0.7,7.8,NOP,27,265,Pittsburgh,New Zealand,2013,1,12,56,7.8,9.0,1.9,-0.1,13.5,18.6,11.9,60.2,8.7,83,C,29592696
11,Willy Hernangomez,NOP,36,15.6,2.8,5.0,0.553,0.0,0.2,0.111,1.0,1.6,0.643,0.5,1.2,2.3,4.0,6.2,0.9,0.3,0.5,6.5,NOP,26,250,None,Spain,2015,2,35,37,6.7,6.4,0.9,1.7,14.1,24.4,16.1,58.4,7.7,83,C,1620564
13,Jaxson Hayes,NOP,48,14.8,2.5,3.8,0.645,0.1,0.1,0.429,1.3,1.7,0.765,0.6,1.7,1.3,2.6,3.9,0.5,0.4,0.5,6.3,NOP,20,220,Texas-Austin,USA,2019,1,8,49,6.3,3.9,0.5,0.4,8.3,16.4,14.2,68.9,5.4,83,C,5105160
14,Naji Marshall,NOP,20,19.0,1.8,4.8,0.368,0.7,2.0,0.317,1.7,2.6,0.654,0.8,1.8,0.2,3.3,3.5,2.5,0.7,0.3,5.8,NOP,23,220,Xavier,USA,Undrafted,Undrafted,Undrafted,21,5.9,3.7,2.6,0.8,1.4,16.8,14.2,49.3,17.3,79,SF,0
16,James Nunnally,NOP,3,7.8,1.0,2.3,0.429,0.7,2.0,0.333,0.0,0.0,0.0,0.3,0.0,0.3,1.0,1.3,0.0,0.0,0.0,2.7,NOP,30,205,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,4,2.8,1.0,0.0,-20.9,3.0,12.5,13.2,68.8,0.0,79,F,1349383
18,Wenyen Gabriel,NOP,10,6.1,0.4,1.4,0.286,0.2,0.7,0.286,0.4,0.7,0.571,0.8,0.5,0.8,1.0,1.8,0.6,0.1,0.1,1.4,NOP,24,205,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,11,2.2,1.7,0.7,5.3,9.2,14.3,16.3,49.8,15.1,81,PF,1620564
19,Sindarius Thornwell,NOP,14,5.2,0.5,1.5,0.333,0.2,0.6,0.333,0.0,0.1,0.0,0.3,0.2,0.1,0.3,0.4,0.3,0.4,0.1,1.2,NOP,26,215,South Carolina,USA,2017,2,48,14,1.2,0.4,0.3,5.2,1.3,5.8,14.5,38.8,7.4,76,G,0
1,Julius Randle,NYK,60,37.5,8.4,18.3,0.462,2.2,5.3,0.416,4.9,6.1,0.805,3.5,3.2,1.3,9.2,10.5,6.0,1.0,0.2,24.0,NYK,26,250,Kentucky,USA,2014,1,7,61,23.9,10.4,6.0,3.0,3.4,23.3,28.0,57.1,26.4,80,PF,18900000
4,Alec Burks,NYK,44,25.8,4.2,10.1,0.414,2.0,5.0,0.408,2.2,2.5,0.865,1.0,2.1,0.4,4.1,4.5,2.2,0.7,0.3,12.6,NYK,29,214,Colorado,USA,2011,1,12,44,12.6,4.5,2.2,5.9,1.6,15.1,20.4,56.1,13.3,78,SG,6000000
5,Immanuel Quickley,NYK,56,19.5,3.6,9.3,0.392,1.9,4.8,0.389,2.5,2.8,0.892,0.9,1.8,0.4,1.8,2.2,2.1,0.5,0.2,11.7,NYK,21,190,Kentucky,USA,2020,1,25,57,11.6,2.2,2.1,6.4,2.1,9.0,24.9,55.6,17.5,75,SG,2105520
6,Elfrid Payton,NYK,52,25.3,4.8,10.8,0.44,0.5,1.8,0.283,1.3,1.9,0.69,1.8,1.8,1.2,2.4,3.6,3.4,0.8,0.2,11.3,NYK,27,195,Louisana-Lafayette,USA,2014,1,10,53,11.2,3.6,3.4,-2.0,4.6,9.3,22.6,48.9,20.7,75,PG,5000000
7,Reggie Bullock,NYK,54,28.8,3.7,8.3,0.44,2.4,5.9,0.407,0.6,0.7,0.895,0.7,2.2,0.2,3.1,3.4,1.5,0.8,0.2,10.4,NYK,30,205,North Carolina,USA,2013,1,25,55,10.5,3.3,1.5,1.6,0.7,10.5,14.0,60.2,7.3,78,SF,4200000
8,Mitchell Robinson,NYK,31,27.5,3.7,5.7,0.653,0.0,0.0,0.0,0.8,1.7,0.491,0.8,2.8,3.6,4.5,8.1,0.5,1.1,1.5,8.3,NYK,23,240,Western Kentucky,USA,2018,2,36,31,8.3,8.1,0.5,-0.4,12.4,15.5,11.4,64.2,3.0,84,C,1663861
10,Taj Gibson,NYK,34,20.3,2.1,3.4,0.609,0.1,0.4,0.214,0.9,1.3,0.689,0.6,2.1,2.2,3.2,5.5,0.7,0.8,1.0,5.1,NYK,35,232,Southern California,USA,2009,1,26,35,5.2,5.4,0.7,5.8,10.4,15.3,9.6,65.6,5.0,81,C,1442968
11,Nerlens Noel,NYK,54,23.8,2.2,3.5,0.616,0.0,0.0,0.0,0.8,1.1,0.695,1.1,2.7,2.3,4.2,6.5,0.7,1.0,2.2,5.1,NYK,27,220,Kentucky,USA,2013,1,6,55,5.1,6.5,0.8,1.4,9.8,16.9,9.4,63.7,4.4,83,C,5000000
13,Obi Toppin,NYK,51,11.1,1.6,3.4,0.485,0.4,1.4,0.296,0.3,0.4,0.727,0.4,0.9,0.4,1.8,2.3,0.5,0.2,0.2,4.0,NYK,23,220,Dayton,USA,2020,1,8,52,4.0,2.3,0.5,1.6,3.7,15.8,15.7,56.3,6.5,81,PF,4862040
14,Frank Ntilikina,NYK,24,10.9,1.0,2.7,0.369,0.8,1.6,0.474,0.3,0.7,0.5,0.4,1.6,0.2,0.8,1.0,0.6,0.6,0.1,3.1,NYK,22,200,None,France,2017,1,8,24,3.1,1.0,0.6,-3.1,1.9,7.8,13.6,51.4,9.3,76,PG,6176578
17,Ignas Brazdeikis,NYK,4,1.8,0.0,0.2,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.2,0.0,0.2,0.2,0.5,0.2,0.0,0.0,0.5,PHI,22,221,Michigan,Canada,2019,2,47,5,0.4,0.8,0.2,6.7,5.3,20.0,16.2,20.5,10.0,78,F,1517981
22,Ignas Brazdeikis,PHI,1,7.9,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,PHI,22,221,Michigan,Canada,2019,2,47,5,0.4,0.8,0.2,6.7,5.3,20.0,16.2,20.5,10.0,78,F,1517981
18,Jared Harper,NYK,4,2.3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,NYK,23,175,Auburn,USA,Undrafted,Undrafted,Undrafted,4,0.5,0.0,0.0,-18.6,0.0,0.0,20.0,34.7,0.0,70,PG,0
19,Theo Pinson,NYK,14,2.2,0.1,0.6,0.111,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.1,0.1,0.0,0.0,0.1,NYK,25,212,North Carolina,USA,Undrafted,Undrafted,Undrafted,14,0.1,0.1,0.1,-20.5,0.0,5.1,13.2,11.1,7.1,77,SG,1445697
1,Shai Gilgeous-Alexander,OKC,35,33.7,8.2,16.1,0.508,2.0,4.9,0.418,5.3,6.5,0.808,3.0,2.0,0.5,4.2,4.7,5.9,0.8,0.7,23.7,OKC,22,180,Kentucky,Canada,2018,1,11,35,23.7,4.7,5.9,-7.7,1.5,11.9,28.3,62.3,31.1,78,SG,4141320
2,Al Horford,OKC,28,27.9,5.8,12.9,0.45,2.0,5.4,0.368,0.6,0.8,0.818,1.0,1.7,1.0,5.7,6.7,3.4,0.9,0.9,14.2,OKC,34,240,Florida,Dominican Rep...,2007,1,3,28,14.2,6.7,3.4,-6.9,3.4,19.5,22.1,53.8,20.6,81,C,27500000
3,Luguentz Dort,OKC,46,29.7,4.8,12.0,0.402,2.1,6.2,0.346,2.2,3.0,0.741,1.5,2.5,0.7,3.0,3.7,1.6,1.0,0.4,14.0,OKC,22,215,Arizona State,Canada,Undrafted,Undrafted,Undrafted,46,14.0,3.7,1.6,-6.6,2.2,9.6,21.4,52.6,8.4,75,SF,1517981
4,Darius Bazley,OKC,44,31.2,4.8,12.1,0.401,1.5,5.3,0.289,2.0,2.8,0.719,2.0,1.0,0.8,6.6,7.4,1.5,0.6,0.5,13.2,OKC,20,208,None,USA,2019,1,23,45,13.2,7.4,1.6,-10.7,2.2,20.2,20.8,49.8,7.7,80,PF,2339160
6,George Hill,OKC,14,26.3,4.4,8.6,0.508,1.6,4.1,0.386,1.5,1.8,0.84,0.9,0.9,0.6,1.5,2.1,3.1,0.9,0.1,11.8,PHI,34,188,Indiana-Purdue Indianapolis,USA,2008,1,26,19,10.1,2.0,2.7,-2.8,2.4,5.5,16.7,61.9,16.6,76,G,9590602
10,George Hill,PHI,4,19.7,2.5,5.0,0.5,0.5,1.0,0.5,0.8,1.2,0.6,1.2,1.0,0.5,1.5,2.0,1.2,0.2,0.8,6.2,PHI,34,188,Indiana-Purdue Indianapolis,USA,2008,1,26,19,10.1,2.0,2.7,-2.8,2.4,5.5,16.7,61.9,16.6,76,G,9590602
8,Theo Maledon,OKC,54,27.7,3.4,9.2,0.371,1.6,4.7,0.35,1.4,1.9,0.738,2.1,2.1,0.4,3.1,3.5,3.5,0.9,0.1,9.9,OKC,19,175,None,France,2020,2,34,55,9.9,3.4,3.5,-15.6,1.3,10.4,18.3,49.3,19.3,76,PG,2000000
9,Ty Jerome,OKC,27,24.1,3.6,8.5,0.419,2.0,5.1,0.396,0.7,0.9,0.72,1.4,1.7,0.4,2.4,2.8,3.7,0.6,0.1,9.8,OKC,23,195,Virginia,USA,2019,1,24,28,10.3,2.8,3.6,-8.1,1.4,9.7,17.6,56.7,21.9,77,SG,2303040
10,Mike Muscala,OKC,35,18.4,3.4,7.6,0.446,1.9,5.3,0.37,0.9,1.0,0.917,0.6,1.5,0.5,3.2,3.8,0.8,0.2,0.3,9.7,OKC,29,240,Bucknell,USA,2013,2,44,35,9.7,3.8,0.8,0.6,2.8,15.7,19.4,59.9,6.9,82,C,2283034
11,Tony Bradley,OKC,15,18.8,3.9,6.0,0.644,0.0,0.1,0.0,1.5,2.0,0.733,1.4,1.7,2.3,4.1,6.4,0.8,0.5,0.7,9.2,OKC,23,248,North Carolina,USA,2017,1,28,35,7.1,5.7,0.8,1.1,12.7,22.0,15.3,67.5,7.2,82,C,3542060
12,Tony Bradley,PHI,20,14.4,2.5,3.8,0.68,0.0,0.1,0.0,0.3,0.6,0.636,0.3,1.4,1.9,3.2,5.2,0.8,0.3,0.7,5.5,OKC,23,248,North Carolina,USA,2017,1,28,35,7.1,5.7,0.8,1.1,12.7,22.0,15.3,67.5,7.2,82,C,3542060
12,Isaiah Roby,OKC,49,23.7,3.5,7.0,0.5,0.6,1.7,0.341,1.4,2.0,0.719,1.9,2.7,1.6,4.1,5.7,1.9,0.8,0.7,9.0,OKC,23,230,Nebraska-Lincoln,USA,2019,2,45,50,9.0,5.7,1.9,-12.1,6.4,16.7,17.3,56.4,12.7,80,C,1517981
13,Moses Brown,OKC,31,20.3,3.3,6.0,0.543,0.0,0.0,0.0,1.9,3.0,0.628,1.0,2.1,3.3,5.0,8.3,0.2,0.6,1.1,8.4,OKC,21,245,UCLA,USA,Undrafted,Undrafted,Undrafted,32,8.5,8.3,0.2,-18.3,14.0,23.2,16.1,57.6,1.4,86,C,0
14,Kenrich Williams,OKC,60,21.2,3.1,6.0,0.527,0.8,1.7,0.446,0.6,0.9,0.579,1.1,2.1,1.3,2.9,4.2,2.2,0.8,0.2,7.6,OKC,26,210,TCU,USA,Undrafted,Undrafted,Undrafted,61,7.6,4.2,2.2,-4.3,5.9,12.9,14.4,59.5,14.9,78,SF,1416852
15,Aleksej Pokusevski,OKC,37,23.4,2.8,8.6,0.328,1.2,4.6,0.265,0.6,0.8,0.8,2.0,1.2,0.7,4.0,4.7,2.0,0.4,1.1,7.5,OKC,19,190,None,Serbia,2020,1,17,38,7.5,4.6,2.1,-18.6,2.5,15.5,19.2,41.7,13.3,84,PF,2964840
16,Justin Jackson,OKC,33,16.5,2.6,6.4,0.406,1.0,3.4,0.306,0.9,1.1,0.857,0.9,0.9,0.4,1.7,2.2,1.5,0.5,0.1,7.2,MIL,26,220,North Carolina,USA,2017,1,15,33,7.2,2.2,1.5,-3.7,2.4,9.9,19.9,51.9,14.4,80,SF,5029650
17,Jaylen Hoard,OKC,10,16.5,2.1,4.4,0.477,0.0,0.5,0.0,1.7,2.1,0.81,1.4,1.4,1.2,2.2,3.4,0.8,0.6,0.2,5.9,OKC,22,216,Wake Forest,France,Undrafted,Undrafted,Undrafted,11,5.6,3.5,0.8,-11.1,7.7,11.4,16.6,51.7,7.6,80,F,0
19,Josh Hall,OKC,14,12.4,0.6,3.2,0.2,0.1,1.4,0.1,1.2,2.1,0.586,1.1,1.5,0.1,1.9,2.0,1.3,0.0,0.0,2.6,OKC,20,190,None,USA,Undrafted,Undrafted,Undrafted,14,2.6,2.0,1.3,-10.2,0.5,14.0,17.4,32.0,15.1,81,SF,0
3,Terrence Ross,ORL,46,29.3,5.5,13.4,0.412,1.9,5.7,0.337,2.6,3.0,0.87,1.6,1.9,0.3,3.1,3.4,2.3,1.0,0.5,15.6,ORL,30,206,Washington,USA,2012,1,8,46,15.6,3.4,2.3,-8.8,1.0,10.4,23.0,53.0,13.3,78,SG,13500000
6,Markelle Fultz,ORL,8,26.9,5.1,13.0,0.394,0.5,2.0,0.25,2.1,2.4,0.895,2.2,2.2,0.6,2.5,3.1,5.4,1.0,0.2,12.9,ORL,22,209,Washington,USA,2017,1,1,8,12.9,3.1,5.4,-6.5,2.1,9.5,25.0,45.8,29.3,75,PG,12288697
7,Cole Anthony,ORL,35,26.7,4.3,11.3,0.386,1.1,3.5,0.303,2.0,2.4,0.821,1.9,2.1,0.9,3.7,4.5,4.3,0.7,0.5,11.7,ORL,20,185,North Carolina,USA,2020,1,15,36,11.8,4.5,4.4,-11.8,2.8,13.9,22.1,48.0,25.6,74,PG,3285120
9,Dwayne Bacon,ORL,60,25.2,3.9,9.7,0.399,0.9,3.0,0.309,1.9,2.2,0.844,0.6,1.5,0.3,2.7,3.0,1.2,0.6,0.1,10.6,ORL,25,221,Florida State,USA,2017,2,40,61,10.6,3.0,1.2,-9.0,1.2,10.4,18.9,49.4,7.3,78,SG,1678854
11,Michael Carter-Williams,ORL,31,25.8,3.4,8.7,0.389,0.5,2.0,0.246,1.6,2.6,0.613,2.2,2.6,1.3,3.2,4.5,4.2,0.8,0.5,8.8,ORL,29,190,Syracuse,USA,2013,1,11,31,8.8,4.5,4.2,-2.5,4.4,12.3,19.8,44.9,23.8,77,PG,3300000
14,Chuma Okeke,ORL,43,25.0,2.8,7.0,0.403,1.0,3.0,0.331,0.7,0.9,0.757,0.8,1.0,1.0,3.1,4.0,2.2,1.0,0.5,7.3,ORL,22,229,Auburn,USA,2019,1,16,44,7.5,4.0,2.2,-7.6,3.4,11.8,14.0,50.3,13.1,78,PF,3121080
17,Chasson Randle,ORL,29,19.6,1.9,5.0,0.377,1.0,2.9,0.353,0.7,0.9,0.778,1.2,1.6,0.1,1.7,1.8,1.9,0.4,0.1,5.6,ORL,28,185,Stanford,USA,2015,,,30,5.7,1.7,1.9,-16.8,0.5,8.3,14.6,51.9,15.4,74,PG,0
20,Khem Birch,ORL,48,19.8,2.0,4.4,0.45,0.1,0.4,0.19,1.3,1.8,0.741,0.5,1.4,2.4,2.6,5.1,1.1,0.7,0.6,5.3,TOR,28,233,UNLV,Canada,Undrafted,Undrafted,Undrafted,56,5.9,5.2,1.1,-2.0,10.5,12.9,12.2,53.7,7.8,81,C,3000000
8,Khem Birch,TOR,7,26.3,3.6,6.4,0.556,0.4,1.0,0.429,1.1,2.1,0.533,0.9,2.1,2.7,3.6,6.3,1.1,0.7,1.4,8.7,TOR,28,233,UNLV,Canada,Undrafted,Undrafted,Undrafted,56,5.9,5.2,1.1,-2.0,10.5,12.9,12.2,53.7,7.8,81,C,3000000
1,Joel Embiid,PHI,41,32.1,9.4,18.4,0.513,1.2,3.1,0.375,9.9,11.7,0.851,3.2,2.4,2.3,8.8,11.1,3.1,1.0,1.4,30.0,PHI,27,280,Kansas,Cameroon,2014,1,3,42,29.8,11.0,3.1,11.2,7.7,25.9,35.5,63.8,16.6,84,C,29542010
2,Tobias Harris,PHI,51,33.1,7.9,15.2,0.519,1.4,3.5,0.403,3.1,3.5,0.887,1.9,2.0,1.0,6.2,7.1,3.6,0.9,0.9,20.2,PHI,28,226,Tennessee,USA,2011,1,19,52,20.0,7.1,3.6,6.5,3.0,17.9,23.8,60.5,17.7,80,PF,34358850
3,Ben Simmons,PHI,48,33.3,5.7,10.4,0.545,0.1,0.2,0.3,3.4,5.5,0.615,3.3,3.1,1.7,6.0,7.6,7.1,1.6,0.6,14.8,PHI,24,240,Louisiana State,Australia,2016,1,1,49,14.8,7.6,7.0,7.2,5.1,17.4,20.6,57.9,30.8,83,PG,30559200
4,Shake Milton,PHI,52,24.0,4.9,11.0,0.448,1.1,3.3,0.343,2.4,2.9,0.834,1.8,2.2,0.6,1.8,2.3,3.0,0.6,0.2,13.4,PHI,24,205,Southern Methodist,USA,2018,2,54,53,13.3,2.3,2.9,4.0,2.2,7.0,24.0,54.6,19.9,77,SG,1701593
5,Seth Curry,PHI,47,28.9,4.4,9.9,0.447,2.0,4.8,0.418,1.3,1.4,0.896,1.2,1.7,0.2,1.9,2.1,2.8,0.8,0.2,12.1,PHI,30,185,Duke,USA,Undrafted,Undrafted,Undrafted,48,12.0,2.1,2.8,6.9,0.7,6.4,17.0,57.9,13.1,74,SG,7834449
6,Danny Green,PHI,59,28.3,3.3,7.8,0.42,2.6,6.2,0.414,0.5,0.6,0.771,1.0,1.8,0.8,2.9,3.7,1.7,1.3,0.8,9.6,PHI,33,215,North Carolina,USA,2009,2,46,59,9.6,3.7,1.7,5.4,3.1,9.7,13.6,59.3,8.1,78,SF,15365853
7,Furkan Korkmaz,PHI,47,19.8,3.2,7.8,0.408,1.9,4.9,0.381,1.2,1.7,0.734,0.9,1.2,0.3,1.8,2.1,1.3,0.9,0.2,9.5,PHI,23,202,None,Turkey,2016,1,26,48,9.5,2.0,1.4,4.6,1.2,9.0,19.5,55.4,10.0,79,SG,1762796
